#,Company,Industry,Type,Location,Profile URL
230,"A.F.P. Corporation","Building Equipment Contractors","Independent","Omaha, NE, United States","https://dnb.com/business-directory/company-profiles/afp-corporation.b0f254844a4c59a9424d597048472b45"
231,"FIREWORKS FIRE PROTECTION LIMITED","Architectural, Engineering, and Related Services","Subsidiary","ATTLEBOROUGH, England, United Kingdom","https://dnb.com/business-directory/company-profiles/fireworks-fire-protection-limited.0f38d1f197ba64e478a8b2c35a6856fa"
232,"Nova Fire Protection, Inc.","Building Equipment Contractors","Parent","Fargo, ND, United States","https://dnb.com/business-directory/company-profiles/nova-fire-protection-inc.518fb6777aa3664710a5e45b1741a8ec"
233,"Fire-Pro Fire Protection Ltd","Other Support Services","Independent","Burnaby, BC, Canada","https://dnb.com/business-directory/company-profiles/fire-pro-fire-protection-ltd.1aeeb785ffb5ddad69cb5174bd99a2df"
234,"TBL FIRE PROTECTION LIMITED","Nonresidential Building Construction","Independent","COVENTRY, England, United Kingdom","https://dnb.com/business-directory/company-profiles/tbl-fire-protection-limited.d1c99de8adec5370c57c04a82a27cf38"
235,"Paradigm Fire Protection Services B.V.","Computer Systems Design and Related Services","Subsidiary","Groot Ammers, Zuid-Holland, Netherlands","https://dnb.com/business-directory/company-profiles/paradigm-fire-protection-services-bv.9f086d81b8707f0c036e36f7e73bc437"
236,"Symons Fire Protection, Inc.","Investigation and Security Services","Independent","San Diego, CA, United States","https://dnb.com/business-directory/company-profiles/symons-fire-protection-inc.3a933bf9649986ed3a3abcf779c07b94"
237,"China Fire Protection Association","Civic and Social Organizations","Parent","Beijing, Beijing, China","https://dnb.com/business-directory/company-profiles/china-fire-protection-association.ec882803419b1bf046268f7aa09f7b8f"
238,"Shenzhen Weijing Fire-fighting Technolog...","Business Support Services","Parent","Shenzhen, Guangdong, China","https://dnb.com/business-directory/company-profiles/shenzhen-weijing-fire-fighting-technology-co-ltd.daad2e45ebe37511ae6b483d6b09e262"
239,"Tongsheng Fire Fighting Technology (shen...","Business Support Services","Parent","Shenyang, Liaoning, China","https://dnb.com/business-directory/company-profiles/tongsheng-fire-fighting-technology-(shenyang)-co-ltd.3349222e7b7ebda7c48c96723f007baf"
240,"Escape Fire Protection Ltd","Other Support Services","Independent","Abbotsford, BC, Canada","https://dnb.com/business-directory/company-profiles/escape-fire-protection-ltd.462fb29a4e309f2c5b131211fef7886f"
241,"Jili Industry Management (shenzhen) Co.,...","Other General Purpose Machinery Manufacturing","Parent","Shenzhen, Guangdong, China","https://dnb.com/business-directory/company-profiles/jili-industry-management-(shenzhen)-co-ltd.25001dae32fca5aceb294a5268194d1f"
242,"A/D Fire Protection Systems Inc","Coating, Engraving, Heat Treating, and Allied Activities","Subsidiary","Scarborough, ON, Canada","https://dnb.com/business-directory/company-profiles/a-d-fire-protection-systems-inc.28c497257652a1fa2f98bb43c2e0f914"
243,"Homer Township Fire Protection District","Other Support Services","Parent","Lockport, IL, United States","https://dnb.com/business-directory/company-profiles/homer-township-fire-protection-district.d14c2abb7952b2a3d3ef73c6ce816328"
244,"Performance Systems Integration, Inc.","Architectural, Engineering, and Related Services","Subsidiary","San Jose, CA, United States","https://dnb.com/business-directory/company-profiles/performance-systems-integration-inc.203f22e52546c7e6f10989369120f68d"
245,"Virginia Sprinkler Company, Inc.","Building Equipment Contractors","Subsidiary","Ashland, VA, United States","https://dnb.com/business-directory/company-profiles/virginia-sprinkler-company-inc.6aca9385ecc48da9e46a422a3e6b4a2a"
246,"JAM Fire Protection, Inc.","Investigation and Security Services","Parent","Monrovia, CA, United States","https://dnb.com/business-directory/company-profiles/jam-fire-protection-inc.cd5c7a201ee596b2cbc0d8dc44f19602"
247,"GORDONSON FIRE PROTECTION LIMITED","Machinery, Equipment, and Supplies Merchant Wholesalers","Independent","EPPING, England, United Kingdom","https://dnb.com/business-directory/company-profiles/gordonson-fire-protection-limited.1c498820d609c84bc86d64171b7b8899"
248,"Fujian Police Sound Construction And Dev...","Architectural, Engineering, and Related Services","Parent","Fuzhou, Fujian, China","https://dnb.com/business-directory/company-profiles/fujian-police-sound-construction-and-development-group-co-ltd.2891f7f465dbb5717a1666200d443b11"
249,"Chattanooga Fire Protection, Inc.","Building Equipment Contractors","Parent","Chattanooga, TN, United States","https://dnb.com/business-directory/company-profiles/chattanooga-fire-protection-inc.c18cf4b8b22e74b3eafe1af6ee1927d9"
250,"Montrose Fire Protection District","Justice, Public Order, and Safety Activities","Independent","Montrose, CO, United States","https://dnb.com/business-directory/company-profiles/montrose-fire-protection-district.b84af65ad92dec06e7ebd90af1eb0c30"
251,"Advanced Fire Protection Services Inc.","Building Equipment Contractors","Parent","Fort Walton Beach, FL, United States","https://dnb.com/business-directory/company-profiles/advanced-fire-protection-services-inc.42656c982dba7ceb9eb9b28fae81c0c7"
252,"Crested Butte Fire Protection District","Other Support Services","Independent","Crested Butte, CO, United States","https://dnb.com/business-directory/company-profiles/crested-butte-fire-protection-district.b44e8aec0afd8980519d1c2c666ee771"
253,"Bayside Fire Protection, L.L.C.","Building Equipment Contractors","Independent","Owings, MD, United States","https://dnb.com/business-directory/company-profiles/bayside-fire-protection-llc.53f6347af963761503b0f3a6f4345e37"
254,"D.E.P. Protection Services Inc.","Building Equipment Contractors","Independent","North York, ON, Canada","https://dnb.com/business-directory/company-profiles/dep-protection-services-inc.620c5151e8d2263b5b02cd5be70f4362"
255,"Zhejiang Zhongshuan Group Co., Ltd","Other Fabricated Metal Product Manufacturing","Parent","Hangzhou, Zhejiang, China","https://dnb.com/business-directory/company-profiles/zhejiang-zhongshuan-group-co-ltd.7f89a6c28a97471fda75bbb9ed27d9f2"
256,"Associated Fire Protection Sales Company...","Miscellaneous Durable Goods Merchant Wholesalers","Parent","Paterson, NJ, United States","https://dnb.com/business-directory/company-profiles/associated-fire-protection-sales-company-inc.566a45b59df1336ae15e399e6f8c200a"
257,"Northern Lakes Fire Protection District","Justice, Public Order, and Safety Activities","Independent","Hayden, ID, United States","https://dnb.com/business-directory/company-profiles/northern-lakes-fire-protection-district.e915e3005c5a11ecd222233c90a35853"
258,"Fire Protection Service, Inc.","Other Support Services","Parent","Houston, TX, United States","https://dnb.com/business-directory/company-profiles/fire-protection-service-inc.56abf0271dcc9efa1f1b900086914edd"
259,"Milton J. Wood Fire Protection, Inc.","Other Support Services","Parent","Jacksonville, FL, United States","https://dnb.com/business-directory/company-profiles/milton-j-wood-fire-protection-inc.c7497835ebc354432f6a87c79aeda2be"
260,"Shanxi Wanhong Engineering Co., Ltd.","Residential Building Construction","Parent","Taiyuan, Shanxi, China","https://dnb.com/business-directory/company-profiles/shanxi-wanhong-engineering-co-ltd.488b08e047a5c22d708ce63d82a48cc8"
261,"Confires Fire Protection Service LLC","Machinery, Equipment, and Supplies Merchant Wholesalers","Independent","South Plainfield, NJ, United States","https://dnb.com/business-directory/company-profiles/confires-fire-protection-service-llc.b937684c7173979c0e7c621fdbd6d123"
262,"Guardian Plumbing & Heating, Inc.","Building Equipment Contractors","Independent","Livonia, MI, United States","https://dnb.com/business-directory/company-profiles/guardian-plumbing--heating-inc.95d11eda40a8d98d74235d8414d17d15"
263,"Shanghai Zhengdeh Tianyou Fire Protectio...","Other Specialty Trade Contractors","Subsidiary","Shanghai, Shanghai, China","https://dnb.com/business-directory/company-profiles/shanghai-zhengdeh-tianyou-fire-protection-equipment-installation-co-ltd.372cf7ff290145dd2be419641746857c"
264,"Advance Management Corp.","Building Equipment Contractors","Independent","Moorestown, NJ, United States","https://dnb.com/business-directory/company-profiles/advance-management-corp.584e5394fd12a07d46fcfeeffb33d0f9"
265,"Fujian Huodi Architecture Fire Fighting ...","Other Specialty Trade Contractors","Parent","Fuzhou, Fujian, China","https://dnb.com/business-directory/company-profiles/fujian-huodi-architecture-fire-fighting-engineering-co-ltd.f49fefb6586a0192ed3c72b590f6f507"
266,"A & A FIRE PROTECTION, LLC","Building Equipment Contractors","Independent","Greenville, SC, United States","https://dnb.com/business-directory/company-profiles/a--a-fire-protection-llc.74171a8a107709e9102af92c5ca025ee"
267,"Henan Honghai Industry Co., Ltd.","Residential Building Construction","Parent","Kaifeng, Henan, China","https://dnb.com/business-directory/company-profiles/henan-honghai-industry-co-ltd.b42c2a57084ac95bba5e7dd7ec42ce15"
268,"Darien Woodridge Fire Protection Distric...","Justice, Public Order, and Safety Activities","Parent","Darien, IL, United States","https://dnb.com/business-directory/company-profiles/darien-woodridge-fire-protection-district-inc.8bb591a4c19ad22a7174a91c42bbfebc"
269,"MORGAN FIRE PROTECTION LIMITED","Justice, Public Order, and Safety Activities","Subsidiary","LONDON, England, United Kingdom","https://dnb.com/business-directory/company-profiles/morgan-fire-protection-limited.7175ceb17d46570b273e2044b50347d2"
270,"Coastal Plumbing & Mechanical Corporatio...","Building Equipment Contractors","Independent","Naples, FL, United States","https://dnb.com/business-directory/company-profiles/coastal-plumbing--mechanical-corporation.31d726f30a98b7c2fad5c1ccaf79c07a"
271,"Central Fire Protection, Inc.","Building Equipment Contractors","Independent","Birmingham, AL, United States","https://dnb.com/business-directory/company-profiles/central-fire-protection-inc.b192be68c0cdf6ae7d2eedd3fa947e0b"
272,"Jiangsu Teling Safety Technology Co., Lt...","Other Specialty Trade Contractors","Subsidiary","Suzhou, Jiangsu, China","https://dnb.com/business-directory/company-profiles/jiangsu-teling-safety-technology-co-ltd.5496300213bba2105d70eda2960430c0"
273,"Zhongshan Xinghe Mechanical And Electric...","Residential Building Construction","Parent","Zhongshan, Guangdong, China","https://dnb.com/business-directory/company-profiles/zhongshan-xinghe-mechanical-and-electricalfirefightingdecorationengineeringco-ltd.e009d58a2bdd41fa4081e471fb6d2b4f"
274,"Brothers Fire Protection Co.","Building Equipment Contractors","Parent","Elk River, MN, United States","https://dnb.com/business-directory/company-profiles/brothers-fire-protection-co.51deed059b5b0af881213338f2affe03"
275,"Northeast Alabama Water, Sewer & Fire Pr...","Water, Sewage and Other Systems","Parent","Fort Payne, AL, United States","https://dnb.com/business-directory/company-profiles/northeast-alabama-water-sewer--fire-protection-district.0cb040653d0ad87c4c042667bffe49a1"
276,"AIDANT FIRE PROTECTION CO.","Other Miscellaneous Retailers","Parent","Scottsdale, AZ, United States","https://dnb.com/business-directory/company-profiles/aidant-fire-protection-co.7ee5a6ec72081a56dcf2a84a20ee9ab3"
277,"1084999 Ontario Inc","Investigation and Security Services","Independent","Ottawa, ON, Canada","https://dnb.com/business-directory/company-profiles/1084999-ontario-inc.66cbcdbc960a31198db014c33ff76e7e"
278,"Zhejiang Jiangjun Fire-fighting Engineer...","Personal and Household Goods Repair and Maintenance","Independent","Hangzhou, Zhejiang, China","https://dnb.com/business-directory/company-profiles/zhejiang-jiangjun-fire-fighting-engineering-co-ltd.75baa5205d399d91cafc12302fb22f7f"
279,"MINOOKA FIRE PROTECTION DISTRICT","Justice, Public Order, and Safety Activities","Independent","Minooka, IL, United States","https://dnb.com/business-directory/company-profiles/minooka-fire-protection-district.e7483913dd7acd0d9dca264356e7cfe6"
280,"Shandong Huoyan Lanxiaoan Emergency Resc...","Business Support Services","Parent","Jinan, Shandong, China","https://dnb.com/business-directory/company-profiles/shandong-huoyan-lanxiaoan-emergency-rescue-service-co-ltd.239245fa7508755c3ceb3fe4a318fefc"
281,"Zhongsheng Yuanchuang Construction Group...","Machinery, Equipment, and Supplies Merchant Wholesalers","Subsidiary","Xi'an, Shaanxi, China","https://dnb.com/business-directory/company-profiles/zhongsheng-yuanchuang-construction-group-co-ltd.d5edfe0b26f752deeecef43505ef68d2"
282,"AAA Restaurant Fire Control, Inc.","Other Support Services","Independent","Union City, CA, United States","https://dnb.com/business-directory/company-profiles/aaa-restaurant-fire-control-inc.c2f48fe58493a85dd450ea7dc8433fa4"
283,"Southern Nevada Fire Protection, Inc.","Building Equipment Contractors","Parent","Las Vegas, NV, United States","https://dnb.com/business-directory/company-profiles/southern-nevada-fire-protection-inc.f594fb23fce6c9e0724183b9627f44e7"
284,"Eureka Fire Protection District","Justice, Public Order, and Safety Activities","Independent","Eureka, MO, United States","https://dnb.com/business-directory/company-profiles/eureka-fire-protection-district.4c0fa09c934408a225eea861c0ed78b2"
285,"CFP Fire Protection, Inc.","Building Equipment Contractors","Subsidiary","Irvine, CA, United States","https://dnb.com/business-directory/company-profiles/cfp-fire-protection-inc.8b791769357591b94b5ae75ae6bc41a7"
286,"Luoyang Rongding Fire Protection Technol...","Residential Building Construction","Independent","Luoyang, Henan, China","https://dnb.com/business-directory/company-profiles/luoyang-rongding-fire-protection-technology-co-ltd.98c7c5cf3b0db3787fdcff43aa56f733"
287,"JOINT VENTURE OF CITY DISASTER PROTECTIO...","Other Schools and Instruction","Independent","Thailand","https://dnb.com/business-directory/company-profiles/joint-venture-of-city-disaster-protection-company-limited-shinaracha-frotector-company-limited-and-the-fire-service-collage.155cf8fbc3e055e65f579f79abc76841"
288,"Fire Protection Testing, Inc","Building Equipment Contractors","Independent","Cheshire, CT, United States","https://dnb.com/business-directory/company-profiles/fire-protection-testing-inc.a5f4eb66bfa92907d9626589fe988bf7"
289,"Jiangxi Licheng Technology Security Grou...","Residential Building Construction","Parent","Xinyu, Jiangxi, China","https://dnb.com/business-directory/company-profiles/jiangxi-licheng-technology-security-group-co-ltd.4772dd3189e3a44a20347c67c5f45d83"
290,"Engineered Corrosion Solutions, LLC","Architectural, Engineering, and Related Services","Parent","Saint Louis, MO, United States","https://dnb.com/business-directory/company-profiles/engineered-corrosion-solutions-llc.54621fba89a6285ed9b62d1361752b00"
291,"Covenant Fire Protection, Inc.","Other Support Services","Parent","Manchester, NH, United States","https://dnb.com/business-directory/company-profiles/covenant-fire-protection-inc.378282f5203c87dc79bd8683af8a6396"
292,"Zhongjing Construction Co., Ltd.","Electronics and Appliance Retailers","Subsidiary","Shanghai, Shanghai, China","https://dnb.com/business-directory/company-profiles/zhongjing-construction-co-ltd.a3d7193672127d02b9e230f3f1d6c8fb"
293,"Shanghai Zhongning Tai Intelligent Techn...","Business Support Services","Parent","Shanghai, Shanghai, China","https://dnb.com/business-directory/company-profiles/shanghai-zhongning-tai-intelligent-technology-co-ltd.9c26e0edb0908116180605f22aed5198"
294,"Encore Fire Protection","Other General Purpose Machinery Manufacturing","Subsidiary","Needham, MA, United States","https://dnb.com/business-directory/company-profiles/encore-fire-protection.40f90713d38e3731143b76244f8e012b"
295,"millenium fire protection llc","Building Equipment Contractors","Independent","Rockaway, NJ, United States","https://dnb.com/business-directory/company-profiles/millenium-fire-protection-llc.41c17de1d211fa24848f13f9e54db488"
296,"Streamline Fire Protection Ltd","Investigation and Security Services","Independent","Acheson, AB, Canada","https://dnb.com/business-directory/company-profiles/streamline-fire-protection-ltd.2e04efa051df661c37b3545660ab5b49"
297,"Guangxi Guiyue Fire Fighting Mechanical ...","Services to Buildings and Dwellings","Parent","Nanning, Guangxi, China","https://dnb.com/business-directory/company-profiles/guangxi-guiyue-fire-fighting-mechanical--electrical-engineering-co-ltd.f33511225f04f18f874a813bcdb5580e"
298,"JASPER FIRE PROTECTION, INC.","Other Support Services","Independent","Jasper, AL, United States","https://dnb.com/business-directory/company-profiles/jasper-fire-protection-inc.a52d861480a5f7163f4d24950e8980c9"
299,"Ryan Plumbing, Heating, Air Conditioning...","Building Equipment Contractors","Independent","Rochester, NY, United States","https://dnb.com/business-directory/company-profiles/ryan-plumbing-heating-air-conditioning-and-fire-protection-llc.f1a5e5ef0be3d81a79cfa53f54ac8d53"
300,"Chongqing Kunchuan Materials Co., Ltd.","Computer Systems Design and Related Services","Parent","Chongqing, Chongqing, China","https://dnb.com/business-directory/company-profiles/chongqing-kunchuan-materials-co-ltd.5cb8432876846b0613c093866cb19da9"
301,"Jiangsu Ninghe Construction Group Co., L...","Lawn and Garden Equipment and Supplies Retailers","Parent","Nanjing, Jiangsu, China","https://dnb.com/business-directory/company-profiles/jiangsu-ninghe-construction-group-co-ltd.ddd0f17ef33f2839815d31eef1d7313d"
302,"Residential Fire Protection","Other Support Services","Independent","Las Vegas, NV, United States","https://dnb.com/business-directory/company-profiles/residential-fire-protection.5fdbf0288b528e555be7672a78df2283"
303,"Nelson Fire Protection Co.","Building Equipment Contractors","Subsidiary","Rockford, IL, United States","https://dnb.com/business-directory/company-profiles/nelson-fire-protection-co.55e1b8456d5e010ba52ef08dc4b659e4"
304,"ORR (FIRE PROTECTION) LIMITED","Nonresidential Building Construction","Subsidiary","GLASGOW, Scotland, United Kingdom","https://dnb.com/business-directory/company-profiles/orr-(fire-protection)-limited.1b4b053818a6f25c5d13f73d24dbf64d"
305,"Tech Mechanical Systems Ltd","Building Equipment Contractors","Independent","Victoria, BC, Canada","https://dnb.com/business-directory/company-profiles/tech-mechanical-systems-ltd.e6db64134dc4cc487875f2f7e4ac57eb"
306,"Shenzhen Hengtongyuan New Energy Technol...","Residential Building Construction","Subsidiary","Shenzhen, Guangdong, China","https://dnb.com/business-directory/company-profiles/shenzhen-hengtongyuan-new-energy-technology-co-ltd.1acb5b31e3a62501f0705bead233202b"
307,"Capital Fire Protection Co.","Other Specialty Trade Contractors","Parent","Columbus, OH, United States","https://dnb.com/business-directory/company-profiles/capital-fire-protection-co.d4d7ced918ab5e1511b2a6a0aa750aeb"
308,"Admiral Fire","Machinery, Equipment, and Supplies Merchant Wholesalers","Independent","HIGH WYCOMBE, England, United Kingdom","https://dnb.com/business-directory/company-profiles/admiral-fire.fd60212116e39fef322456ce22676d67"
309,"Jarrett Fire Protection, LLC","Miscellaneous Durable Goods Merchant Wholesalers","Independent","Nashville, TN, United States","https://dnb.com/business-directory/company-profiles/jarrett-fire-protection-llc.00a05151948141556e7d7dae5b9673ab"
310,"Lake Ozark Fire Protection District","Justice, Public Order, and Safety Activities","Independent","Lake Ozark, MO, United States","https://dnb.com/business-directory/company-profiles/lake-ozark-fire-protection-district.2e3e8162f9cf26f7db56272e8cd6cad9"
311,"Abco Fire Protection, Inc.","Building Equipment Contractors","Independent","Lubbock, TX, United States","https://dnb.com/business-directory/company-profiles/abco-fire-protection-inc.1b6b4d0c4068c1fd5e4dddb162488bcd"
312,"T G PRODUCTS LIMITED","Other Miscellaneous Manufacturing","Subsidiary","BLACKBURN, England, United Kingdom","https://dnb.com/business-directory/company-profiles/t-g-products-limited.0e42d46d2a02039864fafb910de26d14"
313,"DAFOOS FIRE PROTECTION EQUIPMENT TRADING...","Management, Scientific, and Technical Consulting Services","Independent","Dubai, Dubai, United Arab Emirates","https://dnb.com/business-directory/company-profiles/dafoos-fire-protection-equipment-trading-llc.cf75b8ecb491766a9ec83ae93c23f011"
314,"Anne Arundel Fire Protection, Inc.","Building Equipment Contractors","Independent","Glen Burnie, MD, United States","https://dnb.com/business-directory/company-profiles/anne-arundel-fire-protection-inc.71106cb2691ac139b4f6a89677ab675d"
315,"Schirmer Fire Protection Engineering Cor...","Agencies, Brokerages, and Other Insurance Related Activities","Subsidiary","Chicago, IL, United States","https://dnb.com/business-directory/company-profiles/schirmer-fire-protection-engineering-corporation.ee0ba7d614a200993305c0409c2fa5fb"
316,"Schmidt Fire Protection Company, Inc.","Building Equipment Contractors","Independent","San Diego, CA, United States","https://dnb.com/business-directory/company-profiles/schmidt-fire-protection-company-inc.36928f4d5e1dec7a0fd831d18b095a4a"
317,"PROTECTION FROM FIRE","Other Miscellaneous Manufacturing","Independent","Damascus, Syria","https://dnb.com/business-directory/company-profiles/protection-from-fire.ed2be0898acfcb19c48e401d3c613cfa"
318,"Hainan Anxin Engineering Co., Ltd.","Other Specialty Trade Contractors","Parent","Haikou, Hainan, China","https://dnb.com/business-directory/company-profiles/hainan-anxin-engineering-co-ltd.6edd3c1b0989590287c558048ee5d6c0"
319,"Jiangsu Diting Construction Engineering ...","Residential Building Construction","Parent","Changzhou, Jiangsu, China","https://dnb.com/business-directory/company-profiles/jiangsu-diting-construction-engineering-co-ltd.29e1c9f8964d9a435b82cbac08bb6b19"
320,"FirePro, LLC","Building Equipment Contractors","Independent","Madison, AL, United States","https://dnb.com/business-directory/company-profiles/firepro-llc.737e23d816016b19126710600144bad8"
321,"Zhongtai Xiang (Beijing) Fire Protection...","Miscellaneous Durable Goods Merchant Wholesalers","Parent","Beijing, Beijing, China","https://dnb.com/business-directory/company-profiles/zhongtai-xiang-(beijing)-fire-protection-technology-co-ltd.709b9723bc77ad871e074ec8cac65412"
322,"BACH - FIRE PROTECTION, LDA","Architectural and Structural Metals Manufacturing","Subsidiary","MORTÁGUA, VISEU, Portugal","https://dnb.com/business-directory/company-profiles/bach---fire-protection-lda.f0d65950b05cc132c4a507accc99189c"
323,"Hunan Zhengbang Fire-fighting Technology...","Investigation and Security Services","Parent","Changsha, Hunan, China","https://dnb.com/business-directory/company-profiles/hunan-zhengbang-fire-fighting-technology-service-co-ltd.6b74df4db248c6704637aa2490b6a69f"
324,"PDS Fire Protection Inc","Other Support Services","Independent","Calgary, AB, Canada","https://dnb.com/business-directory/company-profiles/pds-fire-protection-inc.44ab4d483e8d1a300f727fdc9312019e"
325,"Carbondale & Rural Fire Protection Distr...","Other Support Services","Independent","Carbondale, CO, United States","https://dnb.com/business-directory/company-profiles/carbondale--rural-fire-protection-district.9a20e5c0de464649ed894f0b59147cc9"
326,"Federated Contracting Corp.","Building Equipment Contractors","Independent","Mount Vernon, NY, United States","https://dnb.com/business-directory/company-profiles/federated-contracting-corp.9136633eb5c40731fcfaebb3f45e43c1"
327,"Zhong'an (shandong) Security Technology ...","Lawn and Garden Equipment and Supplies Retailers","Subsidiary","Weifang, Shandong, China","https://dnb.com/business-directory/company-profiles/zhongan-(shandong)-security-technology-co-ltd.e8b2fa92b5c5465b6166b5b0fc7a3f59"
328,"AN PHAT VINA FIRE PROTECTION CONSTRUCTIO...","Metal and Mineral (except Petroleum) Merchant Wholesalers","Independent","My Hao Ward, Hung Yen, Vietnam","https://dnb.com/business-directory/company-profiles/an-phat-vina-fire-protection-construction-trading-company-limited.8102be3bfee6a2b27856a5ecb4b6e93e"
329,"AFFORDABLE FIRE PROTECTION, INC.","Building Equipment Contractors","Parent","Linwood, NJ, United States","https://dnb.com/business-directory/company-profiles/affordable-fire-protection-inc.c5aad0e5ddc2ab483234d389c9f81473"
330,"RED FLAMES FIRE PROTECTION SOLUTIONS L.L...","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Independent","Dubai, Dubai, United Arab Emirates","https://dnb.com/business-directory/company-profiles/red-flames-fire-protection-solutions-llc.022f401b6cfd23365719d9f492c306a4"
331,"LONGFORD WOODS PTY. LTD.","Electric Power Generation, Transmission and Distribution","Subsidiary","MONT ALBERT, VICTORIA, Australia","https://dnb.com/business-directory/company-profiles/longford-woods-pty-ltd.b013ec14366dcf41732de4871b30a976"
332,"Fraser Valley Fire Protection Ltd","Building Equipment Contractors","Independent","Abbotsford, BC, Canada","https://dnb.com/business-directory/company-profiles/fraser-valley-fire-protection-ltd.f17eca4b81b00b7333f6089bc8379ba5"
333,"Servant Fire Protection LLC","Building Equipment Contractors","Independent","Nashville, TN, United States","https://dnb.com/business-directory/company-profiles/servant-fire-protection-llc.44f9b973d07768c96902dcba13c6ff3c"
334,"PLATTE VALLEY FIRE PROTECTION DISTRICT","Justice, Public Order, and Safety Activities","Independent","Kersey, CO, United States","https://dnb.com/business-directory/company-profiles/platte-valley-fire-protection-district.8eb4054fd2baea30edfbf63d2b70ce56"
335,"Hebei Tianlong Fire Fighting Group Co., ...","Residential Building Construction","Parent","Baoding, Hebei, China","https://dnb.com/business-directory/company-profiles/hebei-tianlong-fire-fighting-group-co-ltd.95e65cddaaeeb023cb50e0f175b7799b"
336,"Basalt And Rural Fire Protection Distric...","Justice, Public Order, and Safety Activities","Independent","Carbondale, CO, United States","https://dnb.com/business-directory/company-profiles/basalt-and-rural-fire-protection-district.a15db2d64fd0c9db667ceb357c780ae1"
337,"Voltech Electric Ltd","Investigation and Security Services","Independent","Burnaby, BC, Canada","https://dnb.com/business-directory/company-profiles/voltech-electric-ltd.09c11f3122ee73d2fdeb5b94114a040d"
338,"Jejudo Fire Fire Protection Center","Justice, Public Order, and Safety Activities","Subsidiary","Jeju, Jeju, Republic Of Korea","https://dnb.com/business-directory/company-profiles/jejudo-fire-fire-protection-center.b83b159bc21aac1dc91f8c50cba432fa"
339,"ORR(FIRE PROTECTION GROUP) LIMITED","Building Finishing Contractors","Parent","GLASGOW, Scotland, United Kingdom","https://dnb.com/business-directory/company-profiles/orr(fire-protection-group)-limited.ad84257ccd41c47d968dc117099e8bc3"
340,"Bensenville Fire Protection District 2","Justice, Public Order, and Safety Activities","Independent","Bensenville, IL, United States","https://dnb.com/business-directory/company-profiles/bensenville-fire-protection-district-2.44d16018abfd41de174f84148e9077fe"
341,"Carrier Safety System (Hebei) Co., Ltd.","Communications Equipment Manufacturing","Subsidiary","Qinhuangdao, Hebei, China","https://dnb.com/business-directory/company-profiles/carrier-safety-system-(hebei)-co-ltd.8f23fa8ae12df904f3f096239a2015b1"
342,"MINIMAX CHINA FIRE PROTECTION SYSTEM CO....","Investigation and Security Services","Subsidiary","Jordan, Kowloon, Hong Kong","https://dnb.com/business-directory/company-profiles/minimax-china-fire-protection-system-co-limited.0a777589a7e9f2dbb51cc5d823568c2e"
343,"XL Fire Protection Co.","Building Equipment Contractors","Parent","Santa Ana, CA, United States","https://dnb.com/business-directory/company-profiles/xl-fire-protection-co.08212b4c349c8475f952db344988be7b"
344,"1022423 Ontario Ltd","Building Equipment Contractors","Independent","Markham, ON, Canada","https://dnb.com/business-directory/company-profiles/1022423-ontario-ltd.2c2e558b5497f06cae60cd83f075a569"
345,"Hanguk Fire Protection Technology Co.,Lt...","Building Material and Supplies Dealers","Independent","Seoul, Seoul, Republic Of Korea","https://dnb.com/business-directory/company-profiles/hanguk-fire-protection-technology-coltd.e096dd492890ebcda0cfa7688bff0453"
346,"Premium Fire Protection Ltd","Other Professional, Scientific, and Technical Services","Parent","Okotoks, AB, Canada","https://dnb.com/business-directory/company-profiles/premium-fire-protection-ltd.847d749f3f83de6591f274884ee6fb3a"
347,"Forbes Fire Protection Inc","Other Support Services","Subsidiary","Gloucester, ON, Canada","https://dnb.com/business-directory/company-profiles/forbes-fire-protection-inc.e926aa5f782d415a8672a4a3083b6c96"
348,"Champion Fire Protection, Inc.","Building Equipment Contractors","Independent","Savannah, GA, United States","https://dnb.com/business-directory/company-profiles/champion-fire-protection-inc.2ad0a9953d94f817ceeea3662adc6665"
349,"Phaser Fire Protection Ltd","Building Equipment Contractors","Independent","Surrey, BC, Canada","https://dnb.com/business-directory/company-profiles/phaser-fire-protection-ltd.3e6942ef6a6addc571164a1cda8b1718"
350,"Fuzhou Youjin Fire Protection Engineerin...","Residential Building Construction","Subsidiary","Fuzhou, Fujian, China","https://dnb.com/business-directory/company-profiles/fuzhou-youjin-fire-protection-engineering-co-ltd.27f5ffc3c3b00f7cbb0ec69711216511"
351,"BEENEE FIRE PROTECTION","Metal and Mineral (except Petroleum) Merchant Wholesalers","Independent","Mumbai, Maharashtra, India","https://dnb.com/business-directory/company-profiles/beenee-fire-protection.3d13cdf1a74b438a2d420562bd1d968f"
352,"Hunan Police Safety Co., Ltd","Machinery, Equipment, and Supplies Merchant Wholesalers","Subsidiary","Changsha, Hunan, China","https://dnb.com/business-directory/company-profiles/hunan-police-safety-co-ltd.542fec43868d22a90ecfa399c686c3f9"
353,"Northeast Ambulance and Fire Protection ...","Justice, Public Order, and Safety Activities","Independent","Saint Louis, MO, United States","https://dnb.com/business-directory/company-profiles/northeast-ambulance-and-fire-protection-district.e4fa2089d112dc09532c5cfaf9c8a2f7"
354,"Superior Welding Supply Co.","Machinery, Equipment, and Supplies Merchant Wholesalers","Parent","Waterloo, IA, United States","https://dnb.com/business-directory/company-profiles/superior-welding-supply-co.76a7e669ff84102a50665d6045afcf22"
